Pelicula_id,Nombre,Director,Guionista,Argumento,Duración,Puntuación_IMDb,Puntuación_Rotten
tt2136937,"Furyou shounen: 3,000-nin no atama",Keiji Miyano,Natsuki EndôKeiji Miyano,"Based on an autobiographical book titled ""Tokyo Furyou Shounen Densetsu"". The story takes place at a technical high school in the 1970s, where it is said that half of the school's 3,000 students are juvenile delinquents.",74,7.2,Null
tt1540891,For Different Reasons,Angela Heffner,Angela Heffner,"FBI Special Agent Nick Jameson poses as a bartender at a local hangout in hopes of getting to know Randi Ryder. It is suspected that her father, the local County Sheriff, will attempt to cash-in on a 1 million dollar life insurance policy he has on her. It is up to Nick to do whatever it takes to covertly win Randi's trust and save her from her potential fate. However... Leer todo",26,No encontrado,Null
tt12808182,El último mercenario,David Charhon,"David Charhon, Ismaël Sy Savané",Un exagente del servicio secreto que debe regresar a Francia cuando su hijo es acusado por el Gobierno de tráfico de armas y trata de personas. Y todo se debe al error de un burócrata excesivamente suspicaz y a una operación de la mafia.,110,5.3,Null
tt10520014,Expulsion,Jonathan Welch,Jonathan Welch,"An American Journalist, fighting depression and addiction, is forever changed after flying to the Sahara and covering a story about a refugee who survived the Algerian Expulsion of 2018. (Inspired by true events)",16,No encontrado,Null
tt10771538,Duck Egg Blue,Margaret Rowe,Margaret Rowe,,No encontrado,No encontrado,Null
tt10024186,Noc v Mariandu,Matej Chlupacek,"Aneta Honzkova, Olga Tokarczuk",,25,No encontrado,Null
tt1247392,In God We Trust,Alexander Gingell,"Alexander Gingell, Dan Haigh, Bastiaan Koch",,0,7.5,Null
tt10610330,Golondrinas,Mariano Mouriño,"Patricio Alvarado, Fernando Gallucci, Mariano Mouriño","Juan and Ana are two young siblings and migrant workers who are trying to escape poverty and travel through Argentina looking for temporary farm jobs during the 90s. When they start working on a nut farm, they meet Edgardo, the landlord, and get along with him very well, becoming the two people that Eduardo can trust the most. They soon move to the main house and, tha... Leer todo",65,6.5,Null
tt10856166,Maria Chapdelaine,Sébastien Pilote,"Louis Hémon, Sébastien Pilote","Maria, adolescente de una familia pionera en Québec, está alcanzando la mayoría de edad y algunos jóvenes muestran interés. El «coureur des bois» es su preferido, luego el hombre de la ciudad, y el vecino que establece su propia granja.",158,6.8,Null
tt12077338,Buzz Cut,Deborah Jayne Reilly Smith,Deborah Jayne Reilly Smith,"Cindy and Stephen live in marital bliss. Cindy works hard to keep a good home for Stephen, and tries to keep herself looking good. Stephen buys what he thinks is the perfect gift for Cindy.",No encontrado,No encontrado,Null
tt10427922,PLUG en PLAY,Laurence Fortin Gagnon,Avery Fane,"Plug en Play: A cyberpunk story of the times, reflecting on disparity; and the lengths that those will go to get an inch above the rest - No matter the cost. An age old game, remixed for the new era.",5,8.9,Null
tt3082898,Kickboxer: Venganza,John Stockwell,"Dimitri Logothetis, Jim Mc, Grath, Jean-Claude Van Damme",Un kick-boxer busca vengar a su hermano.,90,4.9,Null
tt10166782,Clark Zhu's Moving Pictures 2018: Movie Trailer Mashup,No encontrado,No encontrado,No encontrado,6,No encontrado,Null
tt10343930,F.M. Live,Stephen Province,Jessica Stamper,,No encontrado,No encontrado,Null
tt10565666,"Me, Myself and Di",Chris Green,Samantha Lloyd,A celebratory trip takes an unexpected turn when Janet's friend urges her to alter her identity. Janet struggles to sustain the facade. Only by embracing her true self does she open her heart to love's possibilities.,93,4.5,Null
tt11018038,Dune Dreams,Samuel Doux,Samuel Doux,"Simon moves to Dubaï to mourn for his wife's death. While his son Camille starts afresh, Simon, afraid of going mad, thinks an emotionless double haunts him. But many people in Dubaï bear the same thing, as they won't let go of their past.",103,5.2," 83"
tt15010292,Flux Gourmet,Peter Strickland,Peter Strickland,"Ambientado en un instituto dedicado a la actuación culinaria y alimentaria, un colectivo se ve envuelto en luchas de poder, vendettas artísticas y trastornos gastrointestinales.",111,5.8,Null
tt14678274,No encontrada,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,Null
tt10178280,Mangoshake,Terry Leung,Terry Leung,A group of a$$holes hanging around a lemonade stand but instead of lemons it's mangos are too self-absorbed in each of their individual angst and miss out on each other.,104,7.1,Null
tt1633191,Follow Me Down,Lee Whittle,No encontrado,"""Follow Me Down"" is a short suspense/thriller, told in a non-verbal story. It follows a man with a guilty conscience, on his search for signs of life, after he discovers that everyone is dead. Shortly after waking up from his usual nightmares, ""Johnny"" (Eddie Mahalick) notices that he is all alone and that society has collectively dropped dead. Everyone, all at the sa... Leer todo",30,No encontrado,Null
tt11197496,Offensive Coca Cola Ad,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,Null
tt10015518,La Hora Cero,Mariana Arriaga,Guillermo Arriaga,"A couple travels to Cuba for a romantic getaway. Paula convinces Lorenzo to take a detour at the tobacco plantations in the Viñales region. On the way, their vehicle hits something. The accident will lead the couple into a moral conflict.",No encontrado,9.2,Null
tt14838060,Room 7,Nihat Seven,"Rony Lolano, Tom Roberts, Nihat Seven","Homeless retiree Mike Richards, 70, moves into a hostel (temporary shared accommodation) whilst he waits for the council to find him somewhere permanent to live. Horrified to discover a refugee family already living there he initially returns to sleep on the streets, but eventually chooses the run down house and its current occupants. The family consisting of husband ... Leer todo",102,6.3,Null
tt10101588,Vanity Project,André Mileti,André Mileti,The hero of a terrible action film realizes he's fictional and tries to escape with the help of a mysterious filmmaker.,12,No encontrado,Null
tt2402157,La conspiración de noviembre,Roger Donaldson,"Michael Finch, Karl Gajdusek, Bill Granger",Un exagente de la CIA vuelve al trabajo en una misión muy personal y se enfrenta a su antiguo alumno en un juego mortal que involucra a funcionarios de alto nivel de la CIA y al presidente electo de Rusia.,108,6.3,Null
tt13968752,Educazione fisica,Stefano Cipani,"Giorgio Scianna, Damiano D'Innocenzo, Fabio D'Innocenzo","After three Middle School students are found guilty of an atrocius crime, the principal calls their parents to discuss about it. Soon the gym is turned into a fierce courtroom to unveil the lies and truths of the case.",88,5.7,Null
tt12701530,CD Leganés vs Girona FC,No encontrado,No encontrado,,No encontrado,No encontrado,Null
tt2330748,I teliki apopliromi,Alexander Leontaritis,Alexander Leontaritis,An ex-boxer has to choose between his job and starting a new life with a young actress.,118,6.4,Null
tt3129382,Ambareesha,K. Mahesh Sukhadhare,No encontrado,A simple man from a village comes to a city to make his fortune and will not accept mistreatment from anyone.,155,3.6,Null
tt10107338,U-Turn,Pritish Chakraborty,Pritish Chakraborty,,No encontrado,No encontrado,Null
tt19812128,No encontrada,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,Null
tt10551434,Death,Arnold Voysey,Arnold Voysey,Anthony must decide whether to stay alive or to allow himself to die so that he can see his wife in heaven.,No encontrado,No encontrado,Null
tt10417656,Kapitano,Nabwana I.G.G.,Nabwana I.G.G.,,92,8.2,Null
tt11732522,Így vagy tökéletes,Péter Varsics,Csaba Csurgó,"The film, set in today's Budapest, is a romantic dramedy about the lies of relationships and creation, in which the world of advertising, book publishing and social media collide with the accidental meeting of the two protagonists. As the burnt-out advertiser and the esoteric success author come into ever closer contact with each other, they become entangled in a web ... Leer todo",105,6.2,Null
tt11321638,Rush,Ryan E. Muise,Ryan E. Muise,No encontrado,2,No encontrado,Null
tt21336722,Briefcase,Mark Spayne,"Barret Pete, Mark Spayne",Diane tries to enjoy a nice relaxing walk on the beach. However her eccentric and paranoid sister interrupts this merrily meander with a briefcase holding mysterious contents.,No encontrado,No encontrado,Null
tt29939980,2020,Bobby Barbacioru,"Bobby Barbacioru, Gareth Brookes",,87,7.7,Null
tt12730354,Otra vez Juan?,Miguel De Hoyos,Miguel De Hoyos,No encontrado,No encontrado,No encontrado,Null
tt10246024,El ruidito,Bruno Costa,"Carlos González, Charly Morata",,No encontrado,No encontrado,Null
tt10517184,I Love America Comedy,Peter Boiadzhieff,Jeff Justice,"He is not a famous person, but he has a big dream, to be on Conan O'Brien show ... In Atlanta the dreams come true at The Punchline Atlanta's Best Comedy Club. I love America, here if you dream big anything is possible.",No encontrado,No encontrado," 46"
tt2622328,Pizza and Bullets,Nick Murphy,Nick Murphy,"James is a pizza delivery guy and a hit man. When his unsuspecting girlfriend Elly gets taken by a crime boss seeking revenge, James must get her back.",No encontrado,9.5,Null
tt15509064,Gundam G no Reconguista from the Past to the Future,Shigehito Kawada,No encontrado,"Bell and Aida are scouting the zone around Towasanga, when they're attacked by Mask Squad. Mask is piloting a new unit, a pitch black Phenex.",9,No encontrado,Null
tt11210084,Remington,Richard Ryan,Richard Ryan,No encontrado,No encontrado,No encontrado,Null
tt1270798,X-Men: Primera generación,Matthew Vaughn,"Ashley Miller, Zack Stentz, Jane Goldman","En los años 60, los humanos con superpoderes Charles Xavier y Erik Lensherr trabajan juntos para encontrar otros como ellos, pero la búsqueda vengativa de Erik de un ambicioso mutante que arruinó su vida provoca un cisma que los divide.",131,7.7,Null
tt10318594,Hands,Giovanni Rossini,Riccardo Rossini,Nomads' hands have a lot to say anthropologically and semiotically.,8,No encontrado,Null
tt14321668,La conferencia,Matti Geschonneck,"Magnus Vattrodt, Paul Mommertz","El 20 de enero de 1942, altos representantes del régimen nazi alemán se reunieron en una villa de Berlín para una reunión que pasó a la historia como la Conferencia de Wannsee, en la que se decidió el asesinato de 11 millones de judíos.",0,7.2,Null
tt10080052,Historia Lizy,Alexander Zhovna,Alexander Zhovna,"The world today is an uncomfortable place, cynic surroundings. Besides two of our characters are people suffering from Down syndrome, known as sunny kids. However, is this world sunny enough for them? Therefore, they got unique opportunity to get into the world of old black and white cinema with help of unusual screen in the magic cinema theatre. Existing in the world... Leer todo",111,7.2,Null
tt27803276,Soliloque,Hadrien Langue,Hadrien Langue,,No encontrado,No encontrado,Null
tt3397884,Sicario,Denis Villeneuve,Taylor Sheridan,Un idealista agente del FBI es reclutado por una fuerza gubernamental para ayudar en la intensificada guerra contra el narcotráfico en la frontera entre EEUU y México.,121,7.7,Null
tt1667443,Superman: Requiem,Gene Fallaize,"Gene Fallaize, Joe Shuster, Jerry Siegel","When the Man of Steel is rendered almost powerless by an evil mastermind, he must find a way to prove to the world that he is still a super man.",82,4.0,Null
tt20430314,Big Trouble in Jackass Flats,Adam Scott Clevenger,No encontrado,No encontrado,No encontrado,No encontrado,Null
tt1858481,El último pasajero,Omid NooshinRidoin El Aissati(video segments),"Omid Nooshin, Andy Love, Kas Graham","Un pequeño grupo de pasajeros en un tren de primera hora en Londres se enfrenta al conductor del tren, que tiene siniestros planes para todos los pasajeros a bordo.",97,5.7,Null
tt14998068,Falla girare,Giampaolo Morelli,"Gianluca Ansanelli, Tito Buffulini","A virus wipes out cannabis until an unlikely team of a social media influencer, journalist, cop and a drug dealer join against sinister forces working to keep the plant from being rediscovered.",103,5.2,Null
tt14351490,The Kungfu Warrior,Rune Asak,Rune Asak,No encontrado,97,No encontrado,Null
tt15977250,Bajo terapia,Gerardo Herrero,"Gerardo Herrero, Matías del Federico",Tres parejas son convocadas por su psicólogo para una terapia de grupo que les empuja a lavar cada vez más trapos sucios en público.,93,6.7,Null
